1162.789185,1899.063599,3069.721924
1250.668823,2472.535156,3713.940186
1363.895874,2536.852295,3705.000977
397.564606,1486.316040,2661.568848
1052.080811,2842.439941,3388.088623
702.309631,1928.868774,2909.407227
1095.027710,2144.332275,3177.562500
1419.994751,2278.925049,3501.056152
1111.893311,1715.731201,3034.704590
1312.101929,2263.040283,3614.515869
1139.403931,1467.366333,2472.303467
938.857056,1756.762817,2775.525879
841.391113,2059.154297,2782.767578
812.710938,1756.817139,2903.049072
1090.391602,2364.723877,3618.376953
505.433228,1019.560120,3092.882568
559.081604,1051.726074,2962.676025
568.725769,1050.648804,2976.342773
571.575623,1050.790161,2972.055908
589.765808,1054.632080,2985.828125
593.835266,1060.734741,3000.835449
616.459717,1062.557617,2998.887207
634.816589,1065.344116,2999.112061
658.594360,1063.301147,3008.233887
696.493774,1044.856323,3029.134277
783.498718,1017.721863,3033.435303
792.530640,1047.524414,2993.875488
797.446655,1069.508911,2975.030273
808.818604,980.931458,2959.705811
811.403564,967.438477,2932.635498
775.126038,1001.430908,2838.979980
776.085632,1004.875732,2823.475586
776.592651,1029.150513,2831.843994
776.800537,1045.543945,2842.536377
772.851562,1064.094116,2851.775146
746.071472,1082.520142,2836.995605
733.516418,1096.351807,2857.006592
720.431763,1105.217163,2880.105469
721.401917,1107.198730,2861.958740
731.931152,1107.280273,2850.053223
744.787354,1090.069702,2815.426514
772.216553,1070.504028,2830.627441
807.395264,1022.567566,2809.921387
844.395874,992.389404,2782.342285
877.100769,961.250061,2761.335205
870.517700,1060.620850,2780.628418
881.279358,1054.047729,2778.520752
885.872864,1048.219116,2784.179199
904.298157,984.716614,2802.591797
906.923706,936.459839,2801.770508
797.868530,1029.989014,2801.156982
766.749023,1066.235718,2844.850830
796.262634,1074.182373,2859.630615
753.558167,1098.390625,2859.389160
752.939392,1100.622314,2852.200928
777.263428,1087.098389,2852.572266
787.927734,1066.727783,2853.803955
795.260376,1034.937866,2817.554688
812.320312,995.406250,2791.676025
863.470703,978.335388,2762.624512
885.526611,1202.427368,2797.196533
891.308838,1577.503662,2801.287598
866.537170,1513.989746,2810.700928
868.688416,1496.762329,2796.952637
865.041748,1294.734375,2776.132812
898.397339,1011.065369,2768.019287
918.169556,965.843750,2831.621582
867.524902,1018.930237,2854.239258
768.366638,1115.216797,2794.691162
751.627747,1149.912476,2814.218262
767.836304,1149.584351,2817.127441
775.180237,1143.296265,2805.622559
767.628113,1124.209229,2784.612549
818.565613,1062.021118,2841.309814
797.595032,1053.335449,2828.071289
831.708008,1006.184143,2771.107910
855.656982,973.422058,2758.298828
860.699219,918.658936,2767.128418
779.912964,935.077271,2764.795654
888.099304,928.094543,2757.045166
871.382935,954.841370,2767.261719
818.009949,1018.853027,2819.069336
781.839600,1067.796021,2855.835693
736.658875,1120.933105,2791.938965
718.983643,1164.384521,2785.216797
743.139282,1164.371216,2803.140625
753.106384,1147.885376,2789.040283
755.857910,1119.772949,2803.058105
757.118835,1097.089233,2856.946533
739.705688,1088.678467,2841.186523
776.010254,1044.745605,2798.960693
789.388367,1025.502075,2766.197510
779.568542,1036.787109,2752.757080
743.960022,1059.454590,2759.570801
733.802856,1084.600220,2785.461914
739.343689,1082.488770,2822.811279
749.751770,1090.968384,2845.555420
717.452637,1126.710815,2800.265869
706.691650,1153.522949,2776.607422
714.965332,1160.497559,2790.917969
727.213684,1155.074097,2797.127930
724.418457,1151.491455,2785.307861
735.238770,1135.475708,2795.377930
744.501770,1161.583252,2842.774902
723.203064,1192.293579,2837.123047
722.617249,1242.086548,2824.921143
700.949951,1283.406860,2813.359619
691.535034,1292.154541,2813.984131
668.471191,1306.856079,2794.426758
665.117065,1310.887085,2759.229492
672.052185,1339.235840,2721.149170
675.108948,1413.222168,2709.229980
671.094666,1493.448364,2694.639160
657.316345,1532.866333,2677.938965
644.996704,1547.514893,2663.253174
642.374084,1560.233887,2660.887695
640.473328,1560.497681,2649.713135
640.398560,1557.780518,2633.262939
637.132202,1551.792969,2629.525391
636.595642,1550.225586,2649.726318
640.801208,1558.896118,2657.904053
643.345703,1569.406860,2666.632324
647.300537,1581.877563,2672.938232
648.128174,1583.778320,2677.580322
647.465820,1579.388550,2664.657715
644.860840,1579.895508,2666.018799
643.629272,1586.340454,2653.196289
640.712524,1579.732788,2631.056641
643.413086,1577.690308,2643.406006
649.513916,1586.984375,2644.681152
650.870850,1585.609863,2654.146973
648.389832,1572.443970,2663.767090
642.846680,1559.453857,2666.074463
637.642944,1544.965454,2642.636963
630.117432,1534.658081,2607.813477
628.618103,1536.449951,2617.460205
627.678223,1546.559326,2607.252197
623.245178,1547.840454,2615.613525
621.757935,1544.884888,2616.561035
621.694885,1558.902954,2657.544189
630.247559,1581.118042,2674.304199
638.296204,1597.660889,2605.527588
634.488464,1604.748291,2617.295166
638.772766,1619.113403,2639.228516
651.979248,1649.118896,2653.441895
641.326599,1652.943115,2650.652100
646.636292,1630.100708,2648.318359
657.685547,1598.950073,2634.086670
657.571960,1581.506348,2651.661865
654.500610,1574.065918,2679.849854
648.060486,1561.075562,2657.802246
639.479370,1563.633667,2623.474121
632.659363,1562.005737,2616.736328
633.534912,1576.412598,2628.419678
632.768982,1584.843506,2620.439697
634.452759,1567.184204,2646.054199
634.917542,1568.700562,2670.489258
637.538391,1582.468018,2635.226807
639.476624,1614.916992,2622.735840
626.212585,1653.122192,2672.561523
634.949707,1661.065063,2663.997070
625.971130,1659.053101,2686.606934
631.215637,1653.541748,2660.848633
644.864380,1613.141846,2645.475586
654.016785,1587.749023,2663.117432
647.319458,1590.629150,2687.788330
624.392578,1641.895386,2630.808350
619.314148,1712.231812,2656.041504
619.430298,1711.659424,2728.067871
614.336304,1710.800415,2724.065186
611.730164,1705.089111,2724.935059
605.916931,1707.606689,2679.980469
608.397339,1688.714966,2692.543457
588.295532,1647.966797,2766.690918
587.853577,1627.946289,2665.844727
554.805359,1632.043945,2665.677246
536.493225,1649.365845,2735.193115
554.674988,1660.072998,2749.940674
541.409973,1658.767212,2731.796387
567.275940,1689.125977,2661.797119
571.187744,1739.098267,2708.835693
571.453064,1768.597778,2794.834717
559.155518,1758.138794,2802.085449
534.400879,1746.149170,2766.650146
507.987091,1741.337769,2726.004150
491.407623,1752.786865,2776.041260
495.601501,1764.463013,2838.129150
503.504425,1785.955688,2855.019775
500.693481,1797.481445,2797.030273
490.283905,1811.794189,2771.619141
481.814301,1820.362671,2739.396484
483.124603,1822.598511,2759.259033
481.323059,1821.300415,2772.534912
471.635468,1815.336914,2792.660400
463.001892,1814.822266,2813.456787
455.326263,1844.652222,2826.345947
445.552032,1859.879517,2803.295654
438.764740,1899.016357,2842.093994
437.807190,1895.774780,2895.427246
442.689484,1924.279297,2904.399902
436.551544,1981.776978,2966.360107
424.616394,1986.283203,2984.657715
413.324982,1996.773804,3012.947754
399.471558,2032.621216,3047.480957
384.701935,2045.605469,3066.279785
374.438660,2001.735596,3068.718506
371.881226,1979.247925,3048.822021
375.041107,1991.853394,3050.016602
376.861908,1988.254028,3049.447998
377.617615,1984.469849,3042.416016
376.611206,2007.543579,3031.761475
