,Jitter,Shimmer,H1H2,HNR,Q1,SpectralSlope,LowFreqEnergyRatio,HighFreqNoiseRatio,CPP
PC1,-0.28541656925621817,0.30005849479463675,0.444636780394304,0.2713504410188415,-0.4124046936207776,0.21350883439621504,0.430585218118758,-0.34395337733998455,-0.19441744737398367
PC2,-0.4125503883844273,-0.20215481358296428,-0.02746002152259057,0.5103514999769414,0.061444783874153364,0.5106075148988104,-0.19915313150903224,0.3433077379671252,0.3251234128818167
PC3,0.19588601580159842,0.48340925107645555,0.24855769849407347,0.06032857823261345,0.5037399540079812,0.26737897237606817,-0.07910434419538186,0.3494057018675039,-0.4570956136891785
PC4,-0.043933745189516475,0.551577229082321,0.20097724041046278,-0.26431840131970447,-0.024713724339223364,-0.1163040525278794,0.09065633052914528,0.23841867310121242,0.7101949614006039
PC5,-0.32874261951052147,0.4982251378815682,-0.45453601060919513,0.06356136171214091,-0.34359997737699366,-0.16052284090596342,-0.4838650213425606,0.00917590887622304,-0.23456105253962262
PC6,0.6472089536289884,0.15890716168895763,-0.4209783557513319,0.16444928502007305,-0.3530648380624133,0.41171122451141334,0.2059206436777296,0.0650005033626284,0.10398774810981178
PC7,-0.2355437999392866,-0.10815873690056307,-0.2012131430105536,-0.0762353172291805,-0.16823652499399622,-0.2281981971774818,0.5515684644279338,0.6667609483359833,-0.23947103105515466
PC8,-0.21064008021983346,0.2105730999834425,-0.4986384347645762,0.20496448035264042,0.5484134282329779,-0.05560696327736155,0.42126909433088433,-0.3547396825608097,0.11611065620676628
PC9,0.2850206821615591,0.040709587576786055,0.162537754379162,0.7165895995315699,-0.002378411596082902,-0.5985278017428666,-0.04726776333757271,0.10093758337261417,0.08076472605748777
